pokemon_name,pokemon_type,damage_from,from_type
sandile,ground,2,grass
sandile,ground,2,ice
sandile,ground,1,poison
sandile,ground,1,rock
sandile,ground,2,water
sandshrew,ground,0,electric
sandshrew,ground,2,grass
sandshrew,ground,2,ice
sandshrew,ground,1,poison
sandshrew,ground,1,rock
sandshrew,ground,2,water
sandshrew-alola,ice,2,fighting
sandshrew-alola,ice,2,fire
sandshrew-alola,ice,1,ice
sandshrew-alola,ice,2,rock
sandshrew-alola,ice,2,steel
sandshrew-alola,steel,1,bug
sandshrew-alola,steel,1,dragon
sandshrew-alola,steel,1,fairy
sandshrew-alola,steel,2,fighting
sandshrew-alola,steel,2,fire
sandshrew-alola,steel,1,flying
sandshrew-alola,steel,1,grass
sandshrew-alola,steel,2,ground
sandshrew-alola,steel,1,ice
sandshrew-alola,steel,1,normal
sandshrew-alola,steel,0,poison
sandshrew-alola,steel,1,psychic
sandshrew-alola,steel,1,rock
sandshrew-alola,steel,1,steel
sandslash,ground,0,electric
sandslash,ground,2,grass
sandslash,ground,2,ice
sandslash,ground,1,poison
sandslash,ground,1,rock
sandslash,ground,2,water
sandslash-alola,ice,2,fighting
sandslash-alola,ice,2,fire
sandslash-alola,ice,1,ice
sandslash-alola,ice,2,rock
sandslash-alola,ice,2,steel
sandslash-alola,steel,1,bug
sandslash-alola,steel,1,dragon
sandslash-alola,steel,1,fairy
sandslash-alola,steel,2,fighting
sandslash-alola,steel,2,fire
sandslash-alola,steel,1,flying
sandslash-alola,steel,1,grass
sandslash-alola,steel,2,ground
sandslash-alola,steel,1,ice
sandslash-alola,steel,1,normal
sandslash-alola,steel,0,poison
sandslash-alola,steel,1,psychic
sandslash-alola,steel,1,rock
sandslash-alola,steel,1,steel
sawk,fighting,1,bug
sawk,fighting,1,dark
sawk,fighting,2,fairy
sawk,fighting,2,flying
sawk,fighting,2,psychic
sawk,fighting,1,rock
sawsbuck,grass,2,bug
sawsbuck,grass,1,electric
sawsbuck,grass,2,fire
sawsbuck,grass,2,flying
sawsbuck,grass,1,grass
sawsbuck,grass,1,ground
sawsbuck,grass,2,ice
sawsbuck,grass,2,poison
sawsbuck,grass,1,water
sawsbuck,normal,2,fighting
sawsbuck,normal,0,ghost
scatterbug,bug,1,fighting
scatterbug,bug,2,fire
scatterbug,bug,2,flying
scatterbug,bug,1,grass
scatterbug,bug,1,ground
scatterbug,bug,2,rock
sceptile,grass,2,bug
sceptile,grass,1,electric
sceptile,grass,2,fire
sceptile,grass,2,flying
sceptile,grass,1,grass
sceptile,grass,1,ground
sceptile,grass,2,ice
sceptile,grass,2,poison
sceptile,grass,1,water
sceptile-mega,dragon,2,dragon
sceptile-mega,dragon,1,electric
sceptile-mega,dragon,2,fairy
sceptile-mega,dragon,1,fire
sceptile-mega,dragon,1,grass
sceptile-mega,dragon,2,ice
sceptile-mega,dragon,1,water
sceptile-mega,grass,2,bug
sceptile-mega,grass,1,electric
sceptile-mega,grass,2,fire
sceptile-mega,grass,2,flying
sceptile-mega,grass,1,grass
sceptile-mega,grass,1,ground
sceptile-mega,grass,2,ice
sceptile-mega,grass,2,poison
sceptile-mega,grass,1,water
scizor,bug,1,fighting
scizor,bug,2,fire
scizor,bug,2,flying
scizor,bug,1,grass
scizor,bug,1,ground
scizor,bug,2,rock
scizor,steel,1,bug
scizor,steel,1,dragon
scizor,steel,1,fairy
scizor,steel,2,fighting
scizor,steel,2,fire
scizor,steel,1,flying
scizor,steel,1,grass
scizor,steel,2,ground
scizor,steel,1,ice
scizor,steel,1,normal
scizor,steel,0,poison
scizor,steel,1,psychic
scizor,steel,1,rock
scizor,steel,1,steel
scizor-mega,bug,1,fighting
scizor-mega,bug,2,fire
scizor-mega,bug,2,flying
scizor-mega,bug,1,grass
scizor-mega,bug,1,ground
scizor-mega,bug,2,rock
scizor-mega,steel,1,bug
scizor-mega,steel,1,dragon
scizor-mega,steel,1,fairy
scizor-mega,steel,2,fighting
scizor-mega,steel,2,fire
scizor-mega,steel,1,flying
scizor-mega,steel,1,grass
scizor-mega,steel,2,ground
scizor-mega,steel,1,ice
scizor-mega,steel,1,normal
scizor-mega,steel,0,poison
scizor-mega,steel,1,psychic
scizor-mega,steel,1,rock
scizor-mega,steel,1,steel
scolipede,bug,1,fighting
scolipede,bug,2,fire
scolipede,bug,2,flying
scolipede,bug,1,grass
scolipede,bug,1,ground
scolipede,bug,2,rock
scolipede,poison,1,bug
scolipede,poison,1,fairy
scolipede,poison,1,fighting
scolipede,poison,1,grass
scolipede,poison,2,ground
scolipede,poison,1,poison
scolipede,poison,2,psychic
scrafty,dark,2,bug
scrafty,dark,1,dark
scrafty,dark,2,fairy
scrafty,dark,2,fighting
scrafty,dark,1,ghost
scrafty,dark,0,psychic
scrafty,fighting,1,bug
scrafty,fighting,1,dark
scrafty,fighting,2,fairy
scrafty,fighting,2,flying
scrafty,fighting,2,psychic
scrafty,fighting,1,rock
scraggy,dark,2,bug
scraggy,dark,1,dark
scraggy,dark,2,fairy
scraggy,dark,2,fighting
scraggy,dark,1,ghost
scraggy,dark,0,psychic
scraggy,fighting,1,bug
scraggy,fighting,1,dark
scraggy,fighting,2,fairy
scraggy,fighting,2,flying
scraggy,fighting,2,psychic
scraggy,fighting,1,rock
scyther,bug,1,fighting
scyther,bug,2,fire
scyther,bug,2,flying
scyther,bug,1,grass
scyther,bug,1,ground
scyther,bug,2,rock
scyther,flying,1,bug
scyther,flying,2,electric
scyther,flying,1,fighting
scyther,flying,1,grass
scyther,flying,0,ground
scyther,flying,2,ice
scyther,flying,2,rock
seadra,water,2,electric
seadra,water,1,fire
seadra,water,2,grass
seadra,water,1,ice
seadra,water,1,steel
seadra,water,1,water
seaking,water,2,electric
seaking,water,1,fire
seaking,water,2,grass
seaking,water,1,ice
seaking,water,1,steel
seaking,water,1,water
sealeo,ice,2,fighting
sealeo,ice,2,fire
sealeo,ice,1,ice
sealeo,ice,2,rock
sealeo,ice,2,steel
sealeo,water,2,electric
sealeo,water,1,fire
sealeo,water,2,grass
sealeo,water,1,ice
sealeo,water,1,steel
sealeo,water,1,water
seedot,grass,2,bug
seedot,grass,1,electric
seedot,grass,2,fire
seedot,grass,2,flying
seedot,grass,1,grass
seedot,grass,1,ground
seedot,grass,2,ice
seedot,grass,2,poison
seedot,grass,1,water
seel,water,2,electric
seel,water,1,fire
seel,water,2,grass
seel,water,1,ice
seel,water,1,steel
seel,water,1,water
seismitoad,ground,0,electric
seismitoad,ground,2,grass
seismitoad,ground,2,ice
seismitoad,ground,1,poison
seismitoad,ground,1,rock
seismitoad,ground,2,water
seismitoad,water,2,electric
seismitoad,water,1,fire
seismitoad,water,2,grass
seismitoad,water,1,ice
seismitoad,water,1,steel
seismitoad,water,1,water
sentret,normal,2,fighting
sentret,normal,0,ghost
serperior,grass,2,bug
serperior,grass,1,electric
serperior,grass,2,fire
serperior,grass,2,flying
serperior,grass,1,grass
serperior,grass,1,ground
serperior,grass,2,ice
serperior,grass,2,poison
serperior,grass,1,water
servine,grass,2,bug
servine,grass,1,electric
servine,grass,2,fire
servine,grass,2,flying
servine,grass,1,grass
servine,grass,1,ground
servine,grass,2,ice
servine,grass,2,poison
servine,grass,1,water
seviper,poison,1,bug
seviper,poison,1,fairy
seviper,poison,1,fighting
seviper,poison,1,grass
seviper,poison,2,ground
seviper,poison,1,poison
seviper,poison,2,psychic
sewaddle,bug,1,fighting
sewaddle,bug,2,fire
sewaddle,bug,2,flying
sewaddle,bug,1,grass
sewaddle,bug,1,ground
sewaddle,bug,2,rock
sewaddle,grass,2,bug
sewaddle,grass,1,electric
sewaddle,grass,2,fire
sewaddle,grass,2,flying
sewaddle,grass,1,grass
sewaddle,grass,1,ground
sewaddle,grass,2,ice
sewaddle,grass,2,poison
sewaddle,grass,1,water
sharpedo,dark,2,bug
sharpedo,dark,1,dark
sharpedo,dark,2,fairy
sharpedo,dark,2,fighting
sharpedo,dark,1,ghost
sharpedo,dark,0,psychic
sharpedo,water,2,electric
sharpedo,water,1,fire
sharpedo,water,2,grass
sharpedo,water,1,ice
sharpedo,water,1,steel
sharpedo,water,1,water
sharpedo-mega,dark,2,bug
sharpedo-mega,dark,1,dark
sharpedo-mega,dark,2,fairy
sharpedo-mega,dark,2,fighting
sharpedo-mega,dark,1,ghost
sharpedo-mega,dark,0,psychic
sharpedo-mega,water,2,electric
sharpedo-mega,water,1,fire
sharpedo-mega,water,2,grass
sharpedo-mega,water,1,ice
sharpedo-mega,water,1,steel
sharpedo-mega,water,1,water
shaymin-land,grass,2,bug
shaymin-land,grass,1,electric
shaymin-land,grass,2,fire
shaymin-land,grass,2,flying
shaymin-land,grass,1,grass
shaymin-land,grass,1,ground
shaymin-land,grass,2,ice
shaymin-land,grass,2,poison
shaymin-land,grass,1,water
shaymin-sky,flying,1,bug
shaymin-sky,flying,2,electric
shaymin-sky,flying,1,fighting
shaymin-sky,flying,1,grass
shaymin-sky,flying,0,ground
shaymin-sky,flying,2,ice
shaymin-sky,flying,2,rock
shaymin-sky,grass,2,bug
shaymin-sky,grass,1,electric
shaymin-sky,grass,2,fire
shaymin-sky,grass,2,flying
shaymin-sky,grass,1,grass
shaymin-sky,grass,1,ground
shaymin-sky,grass,2,ice
shaymin-sky,grass,2,poison
shaymin-sky,grass,1,water
shedinja,bug,1,fighting
shedinja,bug,2,fire
shedinja,bug,2,flying
shedinja,bug,1,grass
shedinja,bug,1,ground
shedinja,bug,2,rock
shedinja,ghost,1,bug
shedinja,ghost,2,dark
shedinja,ghost,0,fighting
shedinja,ghost,2,ghost
shedinja,ghost,0,normal
shedinja,ghost,1,poison
shelgon,dragon,2,dragon
shelgon,dragon,1,electric
shelgon,dragon,2,fairy
shelgon,dragon,1,fire
shelgon,dragon,1,grass
shelgon,dragon,2,ice
shelgon,dragon,1,water
shellder,water,2,electric
shellder,water,1,fire
shellder,water,2,grass
shellder,water,1,ice
shellder,water,1,steel
shellder,water,1,water
shellos,water,2,electric
shellos,water,1,fire
shellos,water,2,grass
shellos,water,1,ice
shellos,water,1,steel
shellos,water,1,water
shelmet,bug,1,fighting
shelmet,bug,2,fire
shelmet,bug,2,flying
shelmet,bug,1,grass
shelmet,bug,1,ground
shelmet,bug,2,rock
shieldon,rock,2,fighting
shieldon,rock,1,fire
shieldon,rock,1,flying
shieldon,rock,2,grass
shieldon,rock,2,ground
shieldon,rock,1,normal
shieldon,rock,1,poison
shieldon,rock,2,steel
shieldon,rock,2,water
shieldon,steel,1,bug
shieldon,steel,1,dragon
shieldon,steel,1,fairy
shieldon,steel,2,fighting
shieldon,steel,2,fire
shieldon,steel,1,flying
shieldon,steel,1,grass
shieldon,steel,2,ground
shieldon,steel,1,ice
shieldon,steel,1,normal
shieldon,steel,0,poison
shieldon,steel,1,psychic
shieldon,steel,1,rock
shieldon,steel,1,steel
shiftry,dark,2,bug
shiftry,dark,1,dark
shiftry,dark,2,fairy
shiftry,dark,2,fighting
shiftry,dark,1,ghost
shiftry,dark,0,psychic
shiftry,grass,2,bug
shiftry,grass,1,electric
shiftry,grass,2,fire
shiftry,grass,2,flying
shiftry,grass,1,grass
shiftry,grass,1,ground
shiftry,grass,2,ice
shiftry,grass,2,poison
shiftry,grass,1,water
shinx,electric,1,electric
shinx,electric,1,flying
shinx,electric,2,ground
shinx,electric,1,steel
shroomish,grass,2,bug
shroomish,grass,1,electric
shroomish,grass,2,fire
shroomish,grass,2,flying
shroomish,grass,1,grass
shroomish,grass,1,ground
shroomish,grass,2,ice
shroomish,grass,2,poison
shroomish,grass,1,water
shuckle,bug,1,fighting
shuckle,bug,2,fire
shuckle,bug,2,flying
shuckle,bug,1,grass
shuckle,bug,1,ground
shuckle,bug,2,rock
shuckle,rock,2,fighting
shuckle,rock,1,fire
shuckle,rock,1,flying
shuckle,rock,2,grass
shuckle,rock,2,ground
shuckle,rock,1,normal
shuckle,rock,1,poison
shuckle,rock,2,steel
shuckle,rock,2,water
shuppet,ghost,1,bug
shuppet,ghost,2,dark
shuppet,ghost,0,fighting
shuppet,ghost,2,ghost
shuppet,ghost,0,normal
shuppet,ghost,1,poison
sigilyph,flying,1,bug
sigilyph,flying,2,electric
sigilyph,flying,1,fighting
sigilyph,flying,1,grass
sigilyph,flying,0,ground
sigilyph,flying,2,ice
sigilyph,flying,2,rock
sigilyph,psychic,2,bug
sigilyph,psychic,2,dark
sigilyph,psychic,1,fighting
sigilyph,psychic,2,ghost
sigilyph,psychic,1,psychic
silcoon,bug,1,fighting
silcoon,bug,2,fire
silcoon,bug,2,flying
silcoon,bug,1,grass
silcoon,bug,1,ground
silcoon,bug,2,rock
simipour,water,2,electric
simipour,water,1,fire
simipour,water,2,grass
simipour,water,1,ice
simipour,water,1,steel
simipour,water,1,water
simisage,grass,2,bug
simisage,grass,1,electric
simisage,grass,2,fire
simisage,grass,2,flying
simisage,grass,1,grass
simisage,grass,1,ground
simisage,grass,2,ice
simisage,grass,2,poison
simisage,grass,1,water
simisear,fire,1,bug
simisear,fire,1,fairy
simisear,fire,1,fire
simisear,fire,1,grass
simisear,fire,2,ground
simisear,fire,1,ice
simisear,fire,2,rock
simisear,fire,1,steel
simisear,fire,2,water
skarmory,flying,1,bug
skarmory,flying,2,electric
skarmory,flying,1,fighting
skarmory,flying,1,grass
skarmory,flying,0,ground
skarmory,flying,2,ice
skarmory,flying,2,rock
skarmory,steel,1,bug
skarmory,steel,1,dragon
skarmory,steel,1,fairy
skarmory,steel,2,fighting
skarmory,steel,2,fire
skarmory,steel,1,flying
skarmory,steel,1,grass
skarmory,steel,2,ground
skarmory,steel,1,ice
skarmory,steel,1,normal
skarmory,steel,0,poison
skarmory,steel,1,psychic
skarmory,steel,1,rock
skarmory,steel,1,steel
skiddo,grass,2,bug
skiddo,grass,1,electric
skiddo,grass,2,fire
skiddo,grass,2,flying
skiddo,grass,1,grass
skiddo,grass,1,ground
skiddo,grass,2,ice
skiddo,grass,2,poison
skiddo,grass,1,water
skiploom,flying,1,bug
skiploom,flying,2,electric
skiploom,flying,1,fighting
skiploom,flying,1,grass
skiploom,flying,0,ground
skiploom,flying,2,ice
skiploom,flying,2,rock
skiploom,grass,2,bug
skiploom,grass,1,electric
skiploom,grass,2,fire
skiploom,grass,2,flying
skiploom,grass,1,grass
skiploom,grass,1,ground
skiploom,grass,2,ice
skiploom,grass,2,poison
skiploom,grass,1,water
skitty,normal,2,fighting
skitty,normal,0,ghost
skorupi,bug,1,fighting
skorupi,bug,2,fire
skorupi,bug,2,flying
skorupi,bug,1,grass
skorupi,bug,1,ground
skorupi,bug,2,rock
skorupi,poison,1,bug
skorupi,poison,1,fairy
skorupi,poison,1,fighting
skorupi,poison,1,grass
skorupi,poison,2,ground
skorupi,poison,1,poison
skorupi,poison,2,psychic
skrelp,poison,1,bug
skrelp,poison,1,fairy
skrelp,poison,1,fighting
skrelp,poison,1,grass
skrelp,poison,2,ground
skrelp,poison,1,poison
skrelp,poison,2,psychic
skrelp,water,2,electric
skrelp,water,1,fire
skrelp,water,2,grass
skrelp,water,1,ice
skrelp,water,1,steel
skrelp,water,1,water
skuntank,dark,2,bug
skuntank,dark,1,dark
skuntank,dark,2,fairy
skuntank,dark,2,fighting
skuntank,dark,1,ghost
skuntank,dark,0,psychic
skuntank,poison,1,bug
skuntank,poison,1,fairy
skuntank,poison,1,fighting
skuntank,poison,1,grass
skuntank,poison,2,ground
skuntank,poison,1,poison
skuntank,poison,2,psychic
slaking,normal,2,fighting
slaking,normal,0,ghost
slakoth,normal,2,fighting
slakoth,normal,0,ghost
sliggoo,dragon,2,dragon
sliggoo,dragon,1,electric
sliggoo,dragon,2,fairy
sliggoo,dragon,1,fire
sliggoo,dragon,1,grass
sliggoo,dragon,2,ice
sliggoo,dragon,1,water
slowbro,psychic,2,bug
slowbro,psychic,2,dark
slowbro,psychic,1,fighting
slowbro,psychic,2,ghost
slowbro,psychic,1,psychic
slowbro,water,2,electric
slowbro,water,1,fire
slowbro,water,2,grass
slowbro,water,1,ice
slowbro,water,1,steel
slowbro,water,1,water
slowbro-mega,psychic,2,bug
slowbro-mega,psychic,2,dark
slowbro-mega,psychic,1,fighting
slowbro-mega,psychic,2,ghost
slowbro-mega,psychic,1,psychic
slowbro-mega,water,2,electric
slowbro-mega,water,1,fire
slowbro-mega,water,2,grass
slowbro-mega,water,1,ice
slowbro-mega,water,1,steel
slowbro-mega,water,1,water
slowking,psychic,2,bug
slowking,psychic,2,dark
slowking,psychic,1,fighting
slowking,psychic,2,ghost
slowking,psychic,1,psychic
slowking,water,2,electric
slowking,water,1,fire
slowking,water,2,grass
slowking,water,1,ice
slowking,water,1,steel
slowking,water,1,water
slowpoke,psychic,2,bug
slowpoke,psychic,2,dark
slowpoke,psychic,1,fighting
slowpoke,psychic,2,ghost
slowpoke,psychic,1,psychic
slowpoke,water,2,electric
slowpoke,water,1,fire
slowpoke,water,2,grass
slowpoke,water,1,ice
slowpoke,water,1,steel
slowpoke,water,1,water
slugma,fire,1,bug
slugma,fire,1,fairy
slugma,fire,1,fire
slugma,fire,1,grass
slugma,fire,2,ground
slugma,fire,1,ice
slugma,fire,2,rock
slugma,fire,1,steel
slugma,fire,2,water
slurpuff,fairy,1,bug
slurpuff,fairy,1,dark
slurpuff,fairy,0,dragon
slurpuff,fairy,1,fighting
slurpuff,fairy,2,poison
slurpuff,fairy,2,steel
smeargle,normal,2,fighting
smeargle,normal,0,ghost
smoochum,ice,2,fighting
smoochum,ice,2,fire
smoochum,ice,1,ice
smoochum,ice,2,rock
smoochum,ice,2,steel
smoochum,psychic,2,bug
smoochum,psychic,2,dark
smoochum,psychic,1,fighting
smoochum,psychic,2,ghost
smoochum,psychic,1,psychic
sneasel,dark,2,bug
sneasel,dark,1,dark
sneasel,dark,2,fairy
sneasel,dark,2,fighting
sneasel,dark,1,ghost
sneasel,dark,0,psychic
sneasel,ice,2,fighting
sneasel,ice,2,fire
sneasel,ice,1,ice
sneasel,ice,2,rock
sneasel,ice,2,steel
snivy,grass,2,bug
snivy,grass,1,electric
snivy,grass,2,fire
snivy,grass,2,flying
snivy,grass,1,grass
snivy,grass,1,ground
snivy,grass,2,ice
snivy,grass,2,poison
snivy,grass,1,water
snorlax,normal,2,fighting
snorlax,normal,0,ghost
snorunt,ice,2,fighting
snorunt,ice,2,fire
snorunt,ice,1,ice
snorunt,ice,2,rock
snorunt,ice,2,steel
snover,grass,2,bug
snover,grass,1,electric
snover,grass,2,fire
snover,grass,2,flying
snover,grass,1,grass
snover,grass,1,ground
snover,grass,2,ice
snover,grass,2,poison
snover,grass,1,water
snover,ice,2,fighting
snover,ice,2,fire
snover,ice,1,ice
snover,ice,2,rock
snover,ice,2,steel
snubbull,fairy,1,bug
snubbull,fairy,1,dark
snubbull,fairy,0,dragon
snubbull,fairy,1,fighting
snubbull,fairy,2,poison
snubbull,fairy,2,steel
solosis,psychic,2,bug
solosis,psychic,2,dark
solosis,psychic,1,fighting
solosis,psychic,2,ghost
solosis,psychic,1,psychic
solrock,psychic,2,bug
solrock,psychic,2,dark
solrock,psychic,1,fighting
solrock,psychic,2,ghost
solrock,psychic,1,psychic
solrock,rock,2,fighting
solrock,rock,1,fire
solrock,rock,1,flying
solrock,rock,2,grass
solrock,rock,2,ground
solrock,rock,1,normal
solrock,rock,1,poison
solrock,rock,2,steel
solrock,rock,2,water
spearow,flying,1,bug
spearow,flying,2,electric
spearow,flying,1,fighting
spearow,flying,1,grass
spearow,flying,0,ground
spearow,flying,2,ice
spearow,flying,2,rock
spearow,normal,2,fighting
spearow,normal,0,ghost
spewpa,bug,1,fighting
spewpa,bug,2,fire
spewpa,bug,2,flying
spewpa,bug,1,grass
spewpa,bug,1,ground
spewpa,bug,2,rock
spheal,ice,2,fighting
spheal,ice,2,fire
spheal,ice,1,ice
spheal,ice,2,rock
spheal,ice,2,steel
spheal,water,2,electric
spheal,water,1,fire
spheal,water,2,grass
spheal,water,1,ice
spheal,water,1,steel
spheal,water,1,water
spinarak,bug,1,fighting
spinarak,bug,2,fire
spinarak,bug,2,flying
spinarak,bug,1,grass
spinarak,bug,1,ground
spinarak,bug,2,rock
spinarak,poison,1,bug
spinarak,poison,1,fairy
spinarak,poison,1,fighting
spinarak,poison,1,grass
spinarak,poison,2,ground
spinarak,poison,1,poison
spinarak,poison,2,psychic
spinda,normal,2,fighting
spinda,normal,0,ghost
spiritomb,dark,2,bug
spiritomb,dark,1,dark
spiritomb,dark,2,fairy
spiritomb,dark,2,fighting
spiritomb,dark,1,ghost
spiritomb,dark,0,psychic
spiritomb,ghost,1,bug
spiritomb,ghost,2,dark
spiritomb,ghost,0,fighting
spiritomb,ghost,2,ghost
spiritomb,ghost,0,normal
spiritomb,ghost,1,poison
spoink,psychic,2,bug
spoink,psychic,2,dark
spoink,psychic,1,fighting
spoink,psychic,2,ghost
spoink,psychic,1,psychic
spritzee,fairy,1,bug
spritzee,fairy,1,dark
spritzee,fairy,0,dragon
spritzee,fairy,1,fighting
spritzee,fairy,2,poison
spritzee,fairy,2,steel
squirtle,water,2,electric
squirtle,water,1,fire
squirtle,water,2,grass
squirtle,water,1,ice
squirtle,water,1,steel
squirtle,water,1,water
stantler,normal,2,fighting
stantler,normal,0,ghost
staraptor,flying,1,bug
staraptor,flying,2,electric
staraptor,flying,1,fighting
staraptor,flying,1,grass
staraptor,flying,0,ground
staraptor,flying,2,ice
staraptor,flying,2,rock
staraptor,normal,2,fighting
staraptor,normal,0,ghost
staravia,flying,1,bug
staravia,flying,2,electric
staravia,flying,1,fighting
staravia,flying,1,grass
staravia,flying,0,ground
staravia,flying,2,ice
staravia,flying,2,rock
staravia,normal,2,fighting
staravia,normal,0,ghost
starly,flying,1,bug
starly,flying,2,electric
starly,flying,1,fighting
starly,flying,1,grass
starly,flying,0,ground
starly,flying,2,ice
starly,flying,2,rock
starly,normal,2,fighting
starly,normal,0,ghost
starmie,psychic,2,bug
starmie,psychic,2,dark
starmie,psychic,1,fighting
starmie,psychic,2,ghost
starmie,psychic,1,psychic
starmie,water,2,electric
starmie,water,1,fire
starmie,water,2,grass
starmie,water,1,ice
starmie,water,1,steel
starmie,water,1,water
staryu,water,2,electric
staryu,water,1,fire
staryu,water,2,grass
staryu,water,1,ice
staryu,water,1,steel
staryu,water,1,water
steelix,ground,0,electric
steelix,ground,2,grass
steelix,ground,2,ice
steelix,ground,1,poison
steelix,ground,1,rock
steelix,ground,2,water
steelix,steel,1,bug
steelix,steel,1,dragon
steelix,steel,1,fairy
steelix,steel,2,fighting
steelix,steel,2,fire
steelix,steel,1,flying
steelix,steel,1,grass
steelix,steel,2,ground
steelix,steel,1,ice
steelix,steel,1,normal
steelix,steel,0,poison
steelix,steel,1,psychic
steelix,steel,1,rock
steelix,steel,1,steel
steelix-mega,ground,0,electric
steelix-mega,ground,2,grass
steelix-mega,ground,2,ice
steelix-mega,ground,1,poison
steelix-mega,ground,1,rock
steelix-mega,ground,2,water
steelix-mega,steel,1,bug
steelix-mega,steel,1,dragon
steelix-mega,steel,1,fairy
steelix-mega,steel,2,fighting
steelix-mega,steel,2,fire
steelix-mega,steel,1,flying
steelix-mega,steel,1,grass
steelix-mega,steel,2,ground
steelix-mega,steel,1,ice
steelix-mega,steel,1,normal
steelix-mega,steel,0,poison
steelix-mega,steel,1,psychic
steelix-mega,steel,1,rock
steelix-mega,steel,1,steel
stoutland,normal,2,fighting
stoutland,normal,0,ghost
stunfisk,electric,1,electric
stunfisk,electric,1,flying
stunfisk,electric,2,ground
stunfisk,electric,1,steel
stunfisk,ground,0,electric
stunfisk,ground,2,grass
stunfisk,ground,2,ice
stunfisk,ground,1,poison
stunfisk,ground,1,rock
stunfisk,ground,2,water
stunky,dark,2,bug
stunky,dark,1,dark
stunky,dark,2,fairy
stunky,dark,2,fighting
stunky,dark,1,ghost
stunky,dark,0,psychic
stunky,poison,1,bug
stunky,poison,1,fairy
stunky,poison,1,fighting
stunky,poison,1,grass
stunky,poison,2,ground
stunky,poison,1,poison
stunky,poison,2,psychic
sudowoodo,rock,2,fighting
sudowoodo,rock,1,fire
sudowoodo,rock,1,flying
sudowoodo,rock,2,grass
sudowoodo,rock,2,ground
sudowoodo,rock,1,normal
sudowoodo,rock,1,poison
sudowoodo,rock,2,steel
sudowoodo,rock,2,water
suicune,water,2,electric
suicune,water,1,fire
suicune,water,2,grass
suicune,water,1,ice
suicune,water,1,steel
suicune,water,1,water
sunflora,grass,2,bug
sunflora,grass,1,electric
sunflora,grass,2,fire
sunflora,grass,2,flying
sunflora,grass,1,grass
sunflora,grass,1,ground
sunflora,grass,2,ice
sunflora,grass,2,poison
sunflora,grass,1,water
sunkern,grass,2,bug
sunkern,grass,1,electric
sunkern,grass,2,fire
sunkern,grass,2,flying
sunkern,grass,1,grass
sunkern,grass,1,ground
sunkern,grass,2,ice
sunkern,grass,2,poison
sunkern,grass,1,water
surskit,bug,1,fighting
surskit,bug,2,fire
surskit,bug,2,flying
surskit,bug,1,grass
surskit,bug,1,ground
surskit,bug,2,rock
surskit,water,2,electric
surskit,water,1,fire
surskit,water,2,grass
surskit,water,1,ice
surskit,water,1,steel
surskit,water,1,water
swablu,flying,1,bug
swablu,flying,2,electric
swablu,flying,1,fighting
swablu,flying,1,grass
swablu,flying,0,ground
swablu,flying,2,ice
swablu,flying,2,rock
swablu,normal,2,fighting
swablu,normal,0,ghost
swadloon,bug,1,fighting
swadloon,bug,2,fire
swadloon,bug,2,flying
swadloon,bug,1,grass
swadloon,bug,1,ground
swadloon,bug,2,rock
swadloon,grass,2,bug
swadloon,grass,1,electric
swadloon,grass,2,fire
swadloon,grass,2,flying
swadloon,grass,1,grass
swadloon,grass,1,ground
swadloon,grass,2,ice
swadloon,grass,2,poison
swadloon,grass,1,water
swalot,poison,1,bug
swalot,poison,1,fairy
swalot,poison,1,fighting
swalot,poison,1,grass
swalot,poison,2,ground
swalot,poison,1,poison
swalot,poison,2,psychic
swampert,ground,0,electric
swampert,ground,2,grass
swampert,ground,2,ice
swampert,ground,1,poison
swampert,ground,1,rock
swampert,ground,2,water
swampert,water,2,electric
swampert,water,1,fire
swampert,water,2,grass
swampert,water,1,ice
swampert,water,1,steel
swampert,water,1,water
swampert-mega,ground,0,electric
swampert-mega,ground,2,grass
swampert-mega,ground,2,ice
swampert-mega,ground,1,poison
swampert-mega,ground,1,rock
swampert-mega,ground,2,water
swampert-mega,water,2,electric
swampert-mega,water,1,fire
swampert-mega,water,2,grass
swampert-mega,water,1,ice
swampert-mega,water,1,steel
swampert-mega,water,1,water
swanna,flying,1,bug
swanna,flying,2,electric
swanna,flying,1,fighting
swanna,flying,1,grass
swanna,flying,0,ground
swanna,flying,2,ice
swanna,flying,2,rock
swanna,water,2,electric
swanna,water,1,fire
swanna,water,2,grass
swanna,water,1,ice
swanna,water,1,steel
swanna,water,1,water
swellow,flying,1,bug
swellow,flying,2,electric
swellow,flying,1,fighting
swellow,flying,1,grass
swellow,flying,0,ground
swellow,flying,2,ice
swellow,flying,2,rock
swellow,normal,2,fighting
swellow,normal,0,ghost
swinub,ground,0,electric
swinub,ground,2,grass
swinub,ground,2,ice
swinub,ground,1,poison
swinub,ground,1,rock
swinub,ground,2,water
swinub,ice,2,fighting
swinub,ice,2,fire
swinub,ice,1,ice
swinub,ice,2,rock
swinub,ice,2,steel
swirlix,fairy,1,bug
swirlix,fairy,1,dark
swirlix,fairy,0,dragon
swirlix,fairy,1,fighting
swirlix,fairy,2,poison
swirlix,fairy,2,steel
swoobat,flying,1,bug
swoobat,flying,2,electric
swoobat,flying,1,fighting
swoobat,flying,1,grass
swoobat,flying,0,ground
swoobat,flying,2,ice
swoobat,flying,2,rock
swoobat,psychic,2,bug
swoobat,psychic,2,dark
swoobat,psychic,1,fighting
