pokemon_name,pokemon_type,damage_to,to_type
scraggy,fighting,2,dark
scraggy,fighting,1,fairy
scraggy,fighting,1,flying
scraggy,fighting,0,ghost
scraggy,fighting,2,ice
scraggy,fighting,2,normal
scraggy,fighting,1,poison
scraggy,fighting,1,psychic
scraggy,fighting,2,rock
scraggy,fighting,2,steel
scyther,bug,2,dark
scyther,bug,1,fairy
scyther,bug,1,fighting
scyther,bug,1,fire
scyther,bug,1,flying
scyther,bug,1,ghost
scyther,bug,2,grass
scyther,bug,1,poison
scyther,bug,2,psychic
scyther,bug,1,steel
scyther,flying,2,bug
scyther,flying,1,electric
scyther,flying,2,fighting
scyther,flying,2,grass
scyther,flying,1,rock
scyther,flying,1,steel
seadra,water,1,dragon
seadra,water,2,fire
seadra,water,1,grass
seadra,water,2,ground
seadra,water,2,rock
seadra,water,1,water
seaking,water,1,dragon
seaking,water,2,fire
seaking,water,1,grass
seaking,water,2,ground
seaking,water,2,rock
seaking,water,1,water
sealeo,ice,2,dragon
sealeo,ice,1,fire
sealeo,ice,2,flying
sealeo,ice,2,grass
sealeo,ice,2,ground
sealeo,ice,1,ice
sealeo,ice,1,steel
sealeo,ice,1,water
sealeo,water,1,dragon
sealeo,water,2,fire
sealeo,water,1,grass
sealeo,water,2,ground
sealeo,water,2,rock
sealeo,water,1,water
seedot,grass,1,bug
seedot,grass,1,dragon
seedot,grass,1,fire
seedot,grass,1,flying
seedot,grass,1,grass
seedot,grass,2,ground
seedot,grass,1,poison
seedot,grass,2,rock
seedot,grass,1,steel
seedot,grass,2,water
seel,water,1,dragon
seel,water,2,fire
seel,water,1,grass
seel,water,2,ground
seel,water,2,rock
seel,water,1,water
seismitoad,ground,1,bug
seismitoad,ground,2,electric
seismitoad,ground,2,fire
seismitoad,ground,0,flying
seismitoad,ground,1,grass
seismitoad,ground,2,poison
seismitoad,ground,2,rock
seismitoad,ground,2,steel
seismitoad,water,1,dragon
seismitoad,water,2,fire
seismitoad,water,1,grass
seismitoad,water,2,ground
seismitoad,water,2,rock
seismitoad,water,1,water
sentret,normal,0,ghost
sentret,normal,1,rock
sentret,normal,1,steel
serperior,grass,1,bug
serperior,grass,1,dragon
serperior,grass,1,fire
serperior,grass,1,flying
serperior,grass,1,grass
serperior,grass,2,ground
serperior,grass,1,poison
serperior,grass,2,rock
serperior,grass,1,steel
serperior,grass,2,water
servine,grass,1,bug
servine,grass,1,dragon
servine,grass,1,fire
servine,grass,1,flying
servine,grass,1,grass
servine,grass,2,ground
servine,grass,1,poison
servine,grass,2,rock
servine,grass,1,steel
servine,grass,2,water
seviper,poison,2,fairy
seviper,poison,1,ghost
seviper,poison,2,grass
seviper,poison,1,ground
seviper,poison,1,poison
seviper,poison,1,rock
seviper,poison,0,steel
sewaddle,bug,2,dark
sewaddle,bug,1,fairy
sewaddle,bug,1,fighting
sewaddle,bug,1,fire
sewaddle,bug,1,flying
sewaddle,bug,1,ghost
sewaddle,bug,2,grass
sewaddle,bug,1,poison
sewaddle,bug,2,psychic
sewaddle,bug,1,steel
sewaddle,grass,1,bug
sewaddle,grass,1,dragon
sewaddle,grass,1,fire
sewaddle,grass,1,flying
sewaddle,grass,1,grass
sewaddle,grass,2,ground
sewaddle,grass,1,poison
sewaddle,grass,2,rock
sewaddle,grass,1,steel
sewaddle,grass,2,water
sharpedo,dark,1,dark
sharpedo,dark,1,fairy
sharpedo,dark,1,fighting
sharpedo,dark,2,ghost
sharpedo,dark,2,psychic
sharpedo,water,1,dragon
sharpedo,water,2,fire
sharpedo,water,1,grass
sharpedo,water,2,ground
sharpedo,water,2,rock
sharpedo,water,1,water
sharpedo-mega,dark,1,dark
sharpedo-mega,dark,1,fairy
sharpedo-mega,dark,1,fighting
sharpedo-mega,dark,2,ghost
sharpedo-mega,dark,2,psychic
sharpedo-mega,water,1,dragon
sharpedo-mega,water,2,fire
sharpedo-mega,water,1,grass
sharpedo-mega,water,2,ground
sharpedo-mega,water,2,rock
sharpedo-mega,water,1,water
shaymin-land,grass,1,bug
shaymin-land,grass,1,dragon
shaymin-land,grass,1,fire
shaymin-land,grass,1,flying
shaymin-land,grass,1,grass
shaymin-land,grass,2,ground
shaymin-land,grass,1,poison
shaymin-land,grass,2,rock
shaymin-land,grass,1,steel
shaymin-land,grass,2,water
shaymin-sky,flying,2,bug
shaymin-sky,flying,1,electric
shaymin-sky,flying,2,fighting
shaymin-sky,flying,2,grass
shaymin-sky,flying,1,rock
shaymin-sky,flying,1,steel
shaymin-sky,grass,1,bug
shaymin-sky,grass,1,dragon
shaymin-sky,grass,1,fire
shaymin-sky,grass,1,flying
shaymin-sky,grass,1,grass
shaymin-sky,grass,2,ground
shaymin-sky,grass,1,poison
shaymin-sky,grass,2,rock
shaymin-sky,grass,1,steel
shaymin-sky,grass,2,water
shedinja,bug,2,dark
shedinja,bug,1,fairy
shedinja,bug,1,fighting
shedinja,bug,1,fire
shedinja,bug,1,flying
shedinja,bug,1,ghost
shedinja,bug,2,grass
shedinja,bug,1,poison
shedinja,bug,2,psychic
shedinja,bug,1,steel
shedinja,ghost,1,dark
shedinja,ghost,2,ghost
shedinja,ghost,0,normal
shedinja,ghost,2,psychic
shelgon,dragon,2,dragon
shelgon,dragon,0,fairy
shelgon,dragon,1,steel
shellder,water,1,dragon
shellder,water,2,fire
shellder,water,1,grass
shellder,water,2,ground
shellder,water,2,rock
shellder,water,1,water
shellos,water,1,dragon
shellos,water,2,fire
shellos,water,1,grass
shellos,water,2,ground
shellos,water,2,rock
shellos,water,1,water
shelmet,bug,2,dark
shelmet,bug,1,fairy
shelmet,bug,1,fighting
shelmet,bug,1,fire
shelmet,bug,1,flying
shelmet,bug,1,ghost
shelmet,bug,2,grass
shelmet,bug,1,poison
shelmet,bug,2,psychic
shelmet,bug,1,steel
shieldon,rock,2,bug
shieldon,rock,1,fighting
shieldon,rock,2,fire
shieldon,rock,2,flying
shieldon,rock,1,ground
shieldon,rock,2,ice
shieldon,rock,1,steel
shieldon,steel,1,electric
shieldon,steel,2,fairy
shieldon,steel,1,fire
shieldon,steel,2,ice
shieldon,steel,2,rock
shieldon,steel,1,steel
shieldon,steel,1,water
shiftry,dark,1,dark
shiftry,dark,1,fairy
shiftry,dark,1,fighting
shiftry,dark,2,ghost
shiftry,dark,2,psychic
shiftry,grass,1,bug
shiftry,grass,1,dragon
shiftry,grass,1,fire
shiftry,grass,1,flying
shiftry,grass,1,grass
shiftry,grass,2,ground
shiftry,grass,1,poison
shiftry,grass,2,rock
shiftry,grass,1,steel
shiftry,grass,2,water
shinx,electric,1,dragon
shinx,electric,1,electric
shinx,electric,2,flying
shinx,electric,1,grass
shinx,electric,0,ground
shinx,electric,2,water
shroomish,grass,1,bug
shroomish,grass,1,dragon
shroomish,grass,1,fire
shroomish,grass,1,flying
shroomish,grass,1,grass
shroomish,grass,2,ground
shroomish,grass,1,poison
shroomish,grass,2,rock
shroomish,grass,1,steel
shroomish,grass,2,water
shuckle,bug,2,dark
shuckle,bug,1,fairy
shuckle,bug,1,fighting
shuckle,bug,1,fire
shuckle,bug,1,flying
shuckle,bug,1,ghost
shuckle,bug,2,grass
shuckle,bug,1,poison
shuckle,bug,2,psychic
shuckle,bug,1,steel
shuckle,rock,2,bug
shuckle,rock,1,fighting
shuckle,rock,2,fire
shuckle,rock,2,flying
shuckle,rock,1,ground
shuckle,rock,2,ice
shuckle,rock,1,steel
shuppet,ghost,1,dark
shuppet,ghost,2,ghost
shuppet,ghost,0,normal
shuppet,ghost,2,psychic
sigilyph,flying,2,bug
sigilyph,flying,1,electric
sigilyph,flying,2,fighting
sigilyph,flying,2,grass
sigilyph,flying,1,rock
sigilyph,flying,1,steel
sigilyph,psychic,0,dark
sigilyph,psychic,2,fighting
sigilyph,psychic,2,poison
sigilyph,psychic,1,psychic
sigilyph,psychic,1,steel
silcoon,bug,2,dark
silcoon,bug,1,fairy
silcoon,bug,1,fighting
silcoon,bug,1,fire
silcoon,bug,1,flying
silcoon,bug,1,ghost
silcoon,bug,2,grass
silcoon,bug,1,poison
silcoon,bug,2,psychic
silcoon,bug,1,steel
simipour,water,1,dragon
simipour,water,2,fire
simipour,water,1,grass
simipour,water,2,ground
simipour,water,2,rock
simipour,water,1,water
simisage,grass,1,bug
simisage,grass,1,dragon
simisage,grass,1,fire
simisage,grass,1,flying
simisage,grass,1,grass
simisage,grass,2,ground
simisage,grass,1,poison
simisage,grass,2,rock
simisage,grass,1,steel
simisage,grass,2,water
simisear,fire,2,bug
simisear,fire,1,dragon
simisear,fire,1,fire
simisear,fire,2,grass
simisear,fire,2,ice
simisear,fire,1,rock
simisear,fire,2,steel
simisear,fire,1,water
skarmory,flying,2,bug
skarmory,flying,1,electric
skarmory,flying,2,fighting
skarmory,flying,2,grass
skarmory,flying,1,rock
skarmory,flying,1,steel
skarmory,steel,1,electric
skarmory,steel,2,fairy
skarmory,steel,1,fire
skarmory,steel,2,ice
skarmory,steel,2,rock
skarmory,steel,1,steel
skarmory,steel,1,water
skiddo,grass,1,bug
skiddo,grass,1,dragon
skiddo,grass,1,fire
skiddo,grass,1,flying
skiddo,grass,1,grass
skiddo,grass,2,ground
skiddo,grass,1,poison
skiddo,grass,2,rock
skiddo,grass,1,steel
skiddo,grass,2,water
skiploom,flying,2,bug
skiploom,flying,1,electric
skiploom,flying,2,fighting
skiploom,flying,2,grass
skiploom,flying,1,rock
skiploom,flying,1,steel
skiploom,grass,1,bug
skiploom,grass,1,dragon
skiploom,grass,1,fire
skiploom,grass,1,flying
skiploom,grass,1,grass
skiploom,grass,2,ground
skiploom,grass,1,poison
skiploom,grass,2,rock
skiploom,grass,1,steel
skiploom,grass,2,water
skitty,normal,0,ghost
skitty,normal,1,rock
skitty,normal,1,steel
skorupi,bug,2,dark
skorupi,bug,1,fairy
skorupi,bug,1,fighting
skorupi,bug,1,fire
skorupi,bug,1,flying
skorupi,bug,1,ghost
skorupi,bug,2,grass
skorupi,bug,1,poison
skorupi,bug,2,psychic
skorupi,bug,1,steel
skorupi,poison,2,fairy
skorupi,poison,1,ghost
skorupi,poison,2,grass
skorupi,poison,1,ground
skorupi,poison,1,poison
skorupi,poison,1,rock
skorupi,poison,0,steel
skrelp,poison,2,fairy
skrelp,poison,1,ghost
skrelp,poison,2,grass
skrelp,poison,1,ground
skrelp,poison,1,poison
skrelp,poison,1,rock
skrelp,poison,0,steel
skrelp,water,1,dragon
skrelp,water,2,fire
skrelp,water,1,grass
skrelp,water,2,ground
skrelp,water,2,rock
skrelp,water,1,water
skuntank,dark,1,dark
skuntank,dark,1,fairy
skuntank,dark,1,fighting
skuntank,dark,2,ghost
skuntank,dark,2,psychic
skuntank,poison,2,fairy
skuntank,poison,1,ghost
skuntank,poison,2,grass
skuntank,poison,1,ground
skuntank,poison,1,poison
skuntank,poison,1,rock
skuntank,poison,0,steel
slaking,normal,0,ghost
slaking,normal,1,rock
slaking,normal,1,steel
slakoth,normal,0,ghost
slakoth,normal,1,rock
slakoth,normal,1,steel
sliggoo,dragon,2,dragon
sliggoo,dragon,0,fairy
sliggoo,dragon,1,steel
slowbro,psychic,0,dark
slowbro,psychic,2,fighting
slowbro,psychic,2,poison
slowbro,psychic,1,psychic
slowbro,psychic,1,steel
slowbro,water,1,dragon
slowbro,water,2,fire
slowbro,water,1,grass
slowbro,water,2,ground
slowbro,water,2,rock
slowbro,water,1,water
slowbro-mega,psychic,0,dark
slowbro-mega,psychic,2,fighting
slowbro-mega,psychic,2,poison
slowbro-mega,psychic,1,psychic
slowbro-mega,psychic,1,steel
slowbro-mega,water,1,dragon
slowbro-mega,water,2,fire
slowbro-mega,water,1,grass
slowbro-mega,water,2,ground
slowbro-mega,water,2,rock
slowbro-mega,water,1,water
slowking,psychic,0,dark
slowking,psychic,2,fighting
slowking,psychic,2,poison
slowking,psychic,1,psychic
slowking,psychic,1,steel
slowking,water,1,dragon
slowking,water,2,fire
slowking,water,1,grass
slowking,water,2,ground
slowking,water,2,rock
slowking,water,1,water
slowpoke,psychic,0,dark
slowpoke,psychic,2,fighting
slowpoke,psychic,2,poison
slowpoke,psychic,1,psychic
slowpoke,psychic,1,steel
slowpoke,water,1,dragon
slowpoke,water,2,fire
slowpoke,water,1,grass
slowpoke,water,2,ground
slowpoke,water,2,rock
slowpoke,water,1,water
slugma,fire,2,bug
slugma,fire,1,dragon
slugma,fire,1,fire
slugma,fire,2,grass
slugma,fire,2,ice
slugma,fire,1,rock
slugma,fire,2,steel
slugma,fire,1,water
slurpuff,fairy,2,dark
slurpuff,fairy,2,dragon
slurpuff,fairy,2,fighting
slurpuff,fairy,1,fire
slurpuff,fairy,1,poison
slurpuff,fairy,1,steel
smeargle,normal,0,ghost
smeargle,normal,1,rock
smeargle,normal,1,steel
smoochum,ice,2,dragon
smoochum,ice,1,fire
smoochum,ice,2,flying
smoochum,ice,2,grass
smoochum,ice,2,ground
smoochum,ice,1,ice
smoochum,ice,1,steel
smoochum,ice,1,water
smoochum,psychic,0,dark
smoochum,psychic,2,fighting
smoochum,psychic,2,poison
smoochum,psychic,1,psychic
smoochum,psychic,1,steel
sneasel,dark,1,dark
sneasel,dark,1,fairy
sneasel,dark,1,fighting
sneasel,dark,2,ghost
sneasel,dark,2,psychic
sneasel,ice,2,dragon
sneasel,ice,1,fire
sneasel,ice,2,flying
sneasel,ice,2,grass
sneasel,ice,2,ground
sneasel,ice,1,ice
sneasel,ice,1,steel
sneasel,ice,1,water
snivy,grass,1,bug
snivy,grass,1,dragon
snivy,grass,1,fire
snivy,grass,1,flying
snivy,grass,1,grass
snivy,grass,2,ground
snivy,grass,1,poison
snivy,grass,2,rock
snivy,grass,1,steel
snivy,grass,2,water
snorlax,normal,0,ghost
snorlax,normal,1,rock
snorlax,normal,1,steel
snorunt,ice,2,dragon
snorunt,ice,1,fire
snorunt,ice,2,flying
snorunt,ice,2,grass
snorunt,ice,2,ground
snorunt,ice,1,ice
snorunt,ice,1,steel
snorunt,ice,1,water
snover,grass,1,bug
snover,grass,1,dragon
snover,grass,1,fire
snover,grass,1,flying
snover,grass,1,grass
snover,grass,2,ground
snover,grass,1,poison
snover,grass,2,rock
snover,grass,1,steel
snover,grass,2,water
snover,ice,2,dragon
snover,ice,1,fire
snover,ice,2,flying
snover,ice,2,grass
snover,ice,2,ground
snover,ice,1,ice
snover,ice,1,steel
snover,ice,1,water
snubbull,fairy,2,dark
snubbull,fairy,2,dragon
snubbull,fairy,2,fighting
snubbull,fairy,1,fire
snubbull,fairy,1,poison
snubbull,fairy,1,steel
solosis,psychic,0,dark
solosis,psychic,2,fighting
solosis,psychic,2,poison
solosis,psychic,1,psychic
solosis,psychic,1,steel
solrock,psychic,0,dark
solrock,psychic,2,fighting
solrock,psychic,2,poison
solrock,psychic,1,psychic
solrock,psychic,1,steel
solrock,rock,2,bug
solrock,rock,1,fighting
solrock,rock,2,fire
solrock,rock,2,flying
solrock,rock,1,ground
solrock,rock,2,ice
solrock,rock,1,steel
spearow,flying,2,bug
spearow,flying,1,electric
spearow,flying,2,fighting
spearow,flying,2,grass
spearow,flying,1,rock
spearow,flying,1,steel
spearow,normal,0,ghost
spearow,normal,1,rock
spearow,normal,1,steel
spewpa,bug,2,dark
spewpa,bug,1,fairy
spewpa,bug,1,fighting
spewpa,bug,1,fire
spewpa,bug,1,flying
spewpa,bug,1,ghost
spewpa,bug,2,grass
spewpa,bug,1,poison
spewpa,bug,2,psychic
spewpa,bug,1,steel
spheal,ice,2,dragon
spheal,ice,1,fire
spheal,ice,2,flying
spheal,ice,2,grass
spheal,ice,2,ground
spheal,ice,1,ice
spheal,ice,1,steel
spheal,ice,1,water
spheal,water,1,dragon
spheal,water,2,fire
spheal,water,1,grass
spheal,water,2,ground
spheal,water,2,rock
spheal,water,1,water
spinarak,bug,2,dark
spinarak,bug,1,fairy
spinarak,bug,1,fighting
spinarak,bug,1,fire
spinarak,bug,1,flying
spinarak,bug,1,ghost
spinarak,bug,2,grass
spinarak,bug,1,poison
spinarak,bug,2,psychic
spinarak,bug,1,steel
spinarak,poison,2,fairy
spinarak,poison,1,ghost
spinarak,poison,2,grass
spinarak,poison,1,ground
spinarak,poison,1,poison
spinarak,poison,1,rock
spinarak,poison,0,steel
spinda,normal,0,ghost
spinda,normal,1,rock
spinda,normal,1,steel
spiritomb,dark,1,dark
spiritomb,dark,1,fairy
spiritomb,dark,1,fighting
spiritomb,dark,2,ghost
spiritomb,dark,2,psychic
spiritomb,ghost,1,dark
spiritomb,ghost,2,ghost
spiritomb,ghost,0,normal
spiritomb,ghost,2,psychic
spoink,psychic,0,dark
spoink,psychic,2,fighting
spoink,psychic,2,poison
spoink,psychic,1,psychic
spoink,psychic,1,steel
spritzee,fairy,2,dark
spritzee,fairy,2,dragon
spritzee,fairy,2,fighting
spritzee,fairy,1,fire
spritzee,fairy,1,poison
spritzee,fairy,1,steel
squirtle,water,1,dragon
squirtle,water,2,fire
squirtle,water,1,grass
squirtle,water,2,ground
squirtle,water,2,rock
squirtle,water,1,water
stantler,normal,0,ghost
stantler,normal,1,rock
stantler,normal,1,steel
staraptor,flying,2,bug
staraptor,flying,1,electric
staraptor,flying,2,fighting
staraptor,flying,2,grass
staraptor,flying,1,rock
staraptor,flying,1,steel
staraptor,normal,0,ghost
staraptor,normal,1,rock
staraptor,normal,1,steel
staravia,flying,2,bug
staravia,flying,1,electric
staravia,flying,2,fighting
staravia,flying,2,grass
staravia,flying,1,rock
staravia,flying,1,steel
staravia,normal,0,ghost
staravia,normal,1,rock
staravia,normal,1,steel
starly,flying,2,bug
starly,flying,1,electric
starly,flying,2,fighting
starly,flying,2,grass
starly,flying,1,rock
starly,flying,1,steel
starly,normal,0,ghost
starly,normal,1,rock
starly,normal,1,steel
starmie,psychic,0,dark
starmie,psychic,2,fighting
starmie,psychic,2,poison
starmie,psychic,1,psychic
starmie,psychic,1,steel
starmie,water,1,dragon
starmie,water,2,fire
starmie,water,1,grass
starmie,water,2,ground
starmie,water,2,rock
starmie,water,1,water
staryu,water,1,dragon
staryu,water,2,fire
staryu,water,1,grass
staryu,water,2,ground
staryu,water,2,rock
staryu,water,1,water
steelix,ground,1,bug
steelix,ground,2,electric
steelix,ground,2,fire
steelix,ground,0,flying
steelix,ground,1,grass
steelix,ground,2,poison
steelix,ground,2,rock
steelix,ground,2,steel
steelix,steel,1,electric
steelix,steel,2,fairy
steelix,steel,1,fire
steelix,steel,2,ice
steelix,steel,2,rock
steelix,steel,1,steel
steelix,steel,1,water
steelix-mega,ground,1,bug
steelix-mega,ground,2,electric
steelix-mega,ground,2,fire
steelix-mega,ground,0,flying
steelix-mega,ground,1,grass
steelix-mega,ground,2,poison
steelix-mega,ground,2,rock
steelix-mega,ground,2,steel
steelix-mega,steel,1,electric
steelix-mega,steel,2,fairy
steelix-mega,steel,1,fire
steelix-mega,steel,2,ice
steelix-mega,steel,2,rock
steelix-mega,steel,1,steel
steelix-mega,steel,1,water
stoutland,normal,0,ghost
stoutland,normal,1,rock
stoutland,normal,1,steel
stunfisk,electric,1,dragon
stunfisk,electric,1,electric
stunfisk,electric,2,flying
stunfisk,electric,1,grass
stunfisk,electric,0,ground
stunfisk,electric,2,water
stunfisk,ground,1,bug
stunfisk,ground,2,electric
stunfisk,ground,2,fire
stunfisk,ground,0,flying
stunfisk,ground,1,grass
stunfisk,ground,2,poison
stunfisk,ground,2,rock
stunfisk,ground,2,steel
stunky,dark,1,dark
stunky,dark,1,fairy
stunky,dark,1,fighting
stunky,dark,2,ghost
stunky,dark,2,psychic
stunky,poison,2,fairy
stunky,poison,1,ghost
stunky,poison,2,grass
stunky,poison,1,ground
stunky,poison,1,poison
stunky,poison,1,rock
stunky,poison,0,steel
sudowoodo,rock,2,bug
sudowoodo,rock,1,fighting
sudowoodo,rock,2,fire
sudowoodo,rock,2,flying
sudowoodo,rock,1,ground
sudowoodo,rock,2,ice
sudowoodo,rock,1,steel
suicune,water,1,dragon
suicune,water,2,fire
suicune,water,1,grass
suicune,water,2,ground
suicune,water,2,rock
suicune,water,1,water
sunflora,grass,1,bug
sunflora,grass,1,dragon
sunflora,grass,1,fire
sunflora,grass,1,flying
sunflora,grass,1,grass
sunflora,grass,2,ground
sunflora,grass,1,poison
sunflora,grass,2,rock
sunflora,grass,1,steel
sunflora,grass,2,water
sunkern,grass,1,bug
sunkern,grass,1,dragon
sunkern,grass,1,fire
sunkern,grass,1,flying
sunkern,grass,1,grass
sunkern,grass,2,ground
sunkern,grass,1,poison
sunkern,grass,2,rock
sunkern,grass,1,steel
sunkern,grass,2,water
surskit,bug,2,dark
surskit,bug,1,fairy
surskit,bug,1,fighting
surskit,bug,1,fire
surskit,bug,1,flying
surskit,bug,1,ghost
surskit,bug,2,grass
surskit,bug,1,poison
surskit,bug,2,psychic
surskit,bug,1,steel
surskit,water,1,dragon
surskit,water,2,fire
surskit,water,1,grass
surskit,water,2,ground
surskit,water,2,rock
surskit,water,1,water
swablu,flying,2,bug
swablu,flying,1,electric
swablu,flying,2,fighting
swablu,flying,2,grass
swablu,flying,1,rock
swablu,flying,1,steel
swablu,normal,0,ghost
swablu,normal,1,rock
swablu,normal,1,steel
swadloon,bug,2,dark
swadloon,bug,1,fairy
swadloon,bug,1,fighting
swadloon,bug,1,fire
swadloon,bug,1,flying
swadloon,bug,1,ghost
swadloon,bug,2,grass
swadloon,bug,1,poison
swadloon,bug,2,psychic
swadloon,bug,1,steel
swadloon,grass,1,bug
swadloon,grass,1,dragon
swadloon,grass,1,fire
swadloon,grass,1,flying
swadloon,grass,1,grass
swadloon,grass,2,ground
swadloon,grass,1,poison
swadloon,grass,2,rock
swadloon,grass,1,steel
swadloon,grass,2,water
swalot,poison,2,fairy
swalot,poison,1,ghost
swalot,poison,2,grass
swalot,poison,1,ground
swalot,poison,1,poison
swalot,poison,1,rock
swalot,poison,0,steel
swampert,ground,1,bug
swampert,ground,2,electric
swampert,ground,2,fire
swampert,ground,0,flying
swampert,ground,1,grass
swampert,ground,2,poison
swampert,ground,2,rock
swampert,ground,2,steel
swampert,water,1,dragon
swampert,water,2,fire
swampert,water,1,grass
swampert,water,2,ground
swampert,water,2,rock
swampert,water,1,water
swampert-mega,ground,1,bug
swampert-mega,ground,2,electric
swampert-mega,ground,2,fire
swampert-mega,ground,0,flying
swampert-mega,ground,1,grass
swampert-mega,ground,2,poison
swampert-mega,ground,2,rock
swampert-mega,ground,2,steel
swampert-mega,water,1,dragon
swampert-mega,water,2,fire
swampert-mega,water,1,grass
swampert-mega,water,2,ground
swampert-mega,water,2,rock
swampert-mega,water,1,water
swanna,flying,2,bug
swanna,flying,1,electric
swanna,flying,2,fighting
swanna,flying,2,grass
swanna,flying,1,rock
swanna,flying,1,steel
swanna,water,1,dragon
swanna,water,2,fire
swanna,water,1,grass
swanna,water,2,ground
swanna,water,2,rock
swanna,water,1,water
swellow,flying,2,bug
swellow,flying,1,electric
swellow,flying,2,fighting
swellow,flying,2,grass
swellow,flying,1,rock
swellow,flying,1,steel
swellow,normal,0,ghost
swellow,normal,1,rock
swellow,normal,1,steel
swinub,ground,1,bug
swinub,ground,2,electric
swinub,ground,2,fire
swinub,ground,0,flying
swinub,ground,1,grass
swinub,ground,2,poison
swinub,ground,2,rock
swinub,ground,2,steel
swinub,ice,2,dragon
swinub,ice,1,fire
swinub,ice,2,flying
swinub,ice,2,grass
swinub,ice,2,ground
swinub,ice,1,ice
swinub,ice,1,steel
swinub,ice,1,water
swirlix,fairy,2,dark
swirlix,fairy,2,dragon
swirlix,fairy,2,fighting
swirlix,fairy,1,fire
swirlix,fairy,1,poison
swirlix,fairy,1,steel
swoobat,flying,2,bug
swoobat,flying,1,electric
swoobat,flying,2,fighting
swoobat,flying,2,grass
swoobat,flying,1,rock
swoobat,flying,1,steel
swoobat,psychic,0,dark
swoobat,psychic,2,fighting
swoobat,psychic,2,poison
swoobat,psychic,1,psychic
swoobat,psychic,1,steel
sylveon,fairy,2,dark
sylveon,fairy,2,dragon
sylveon,fairy,2,fighting
sylveon,fairy,1,fire
sylveon,fairy,1,poison
sylveon,fairy,1,steel
taillow,flying,2,bug
taillow,flying,1,electric
taillow,flying,2,fighting
taillow,flying,2,grass
taillow,flying,1,rock
taillow,flying,1,steel
taillow,normal,0,ghost
taillow,normal,1,rock
taillow,normal,1,steel
talonflame,fire,2,bug
talonflame,fire,1,dragon
talonflame,fire,1,fire
talonflame,fire,2,grass
talonflame,fire,2,ice
talonflame,fire,1,rock
talonflame,fire,2,steel
talonflame,fire,1,water
talonflame,flying,2,bug
talonflame,flying,1,electric
talonflame,flying,2,fighting
talonflame,flying,2,grass
talonflame,flying,1,rock
talonflame,flying,1,steel
tangela,grass,1,bug
tangela,grass,1,dragon
tangela,grass,1,fire
tangela,grass,1,flying
tangela,grass,1,grass
tangela,grass,2,ground
tangela,grass,1,poison
tangela,grass,2,rock
tangela,grass,1,steel
tangela,grass,2,water
tangrowth,grass,1,bug
tangrowth,grass,1,dragon
tangrowth,grass,1,fire
tangrowth,grass,1,flying
tangrowth,grass,1,grass
tangrowth,grass,2,ground
tangrowth,grass,1,poison
tangrowth,grass,2,rock
tangrowth,grass,1,steel
tangrowth,grass,2,water
tauros,normal,0,ghost
tauros,normal,1,rock
tauros,normal,1,steel
teddiursa,normal,0,ghost
teddiursa,normal,1,rock
teddiursa,normal,1,steel
tentacool,poison,2,fairy
tentacool,poison,1,ghost
tentacool,poison,2,grass
tentacool,poison,1,ground
tentacool,poison,1,poison
tentacool,poison,1,rock
tentacool,poison,0,steel
tentacool,water,1,dragon
tentacool,water,2,fire
tentacool,water,1,grass
tentacool,water,2,ground
tentacool,water,2,rock
tentacool,water,1,water
tentacruel,poison,2,fairy
tentacruel,poison,1,ghost
tentacruel,poison,2,grass
tentacruel,poison,1,ground
tentacruel,poison,1,poison
tentacruel,poison,1,rock
tentacruel,poison,0,steel
tentacruel,water,1,dragon
tentacruel,water,2,fire
tentacruel,water,1,grass
tentacruel,water,2,ground
tentacruel,water,2,rock
tentacruel,water,1,water
tepig,fire,2,bug
tepig,fire,1,dragon
tepig,fire,1,fire
tepig,fire,2,grass
tepig,fire,2,ice
tepig,fire,1,rock
tepig,fire,2,steel
tepig,fire,1,water
terrakion,fighting,1,bug
terrakion,fighting,2,dark
terrakion,fighting,1,fairy
terrakion,fighting,1,flying
terrakion,fighting,0,ghost
terrakion,fighting,2,ice
terrakion,fighting,2,normal
terrakion,fighting,1,poison
terrakion,fighting,1,psychic
terrakion,fighting,2,rock
terrakion,fighting,2,steel
terrakion,rock,2,bug
terrakion,rock,1,fighting
terrakion,rock,2,fire
terrakion,rock,2,flying
terrakion,rock,1,ground
terrakion,rock,2,ice
terrakion,rock,1,steel
throh,fighting,1,bug
throh,fighting,2,dark
throh,fighting,1,fairy
throh,fighting,1,flying
throh,fighting,0,ghost
throh,fighting,2,ice
throh,fighting,2,normal
throh,fighting,1,poison
throh,fighting,1,psychic
throh,fighting,2,rock
throh,fighting,2,steel
thundurus-incarnate,electric,1,dragon
thundurus-incarnate,electric,1,electric
thundurus-incarnate,electric,2,flying
thundurus-incarnate,electric,1,grass
thundurus-incarnate,electric,0,ground
thundurus-incarnate,electric,2,water
thundurus-incarnate,flying,2,bug
thundurus-incarnate,flying,1,electric
thundurus-incarnate,flying,2,fighting
thundurus-incarnate,flying,2,grass
thundurus-incarnate,flying,1,rock
thundurus-incarnate,flying,1,steel
thundurus-therian,electric,1,dragon
thundurus-therian,electric,1,electric
thundurus-therian,electric,2,flying
thundurus-therian,electric,1,grass
thundurus-therian,electric,0,ground
thundurus-therian,electric,2,water
thundurus-therian,flying,2,bug
thundurus-therian,flying,1,electric
thundurus-therian,flying,2,fighting
thundurus-therian,flying,2,grass
thundurus-therian,flying,1,rock
